Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
TRWH,"Twin River Worldwide Holdings, Inc.",23.86,$726.11M,2019,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/trwh
TWTR,"Twitter, Inc.",34.34,$26.94B,2013,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/twtr
TWO,Two Harbors Investments Corp,5.05,$1.38B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/two
TWO^A,Two Harbors Investments Corp,22.42,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/two^a
TWO^B,Two Harbors Investments Corp,21.12,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/two^b
TWO^C,Two Harbors Investments Corp,20.36,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/two^c
TWO^D,Two Harbors Investments Corp,22.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/two^d
TWO^E,Two Harbors Investments Corp,21.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/two^e
TYL,"Tyler Technologies, Inc.",339.05,$13.48B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tyl
TSN,"Tyson Foods, Inc.",63.49,$23.13B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/tsn
USB,U.S. Bancorp,38.51,$58.01B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/usb
USB^A,U.S. Bancorp,809.99,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/usb^a
USB^H,U.S. Bancorp,20.12,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/usb^h
USB^M,U.S. Bancorp,26.68,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/usb^m
USB^O,U.S. Bancorp,25.2624,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/usb^o
USB^P,U.S. Bancorp,26.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/usb^p
USPH,"U.S. Physical Therapy, Inc.",75.26,$966.63M,1992,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/usph
SLCA,"U.S. Silica Holdings, Inc.",3.54,$261.28M,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/slca
USX,"U.S. Xpress Enterprises, Inc.",5.83,$288.16M,2018,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/usx
UBER,"Uber Technologies, Inc.",33.29,$57.72B,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/uber
UI,Ubiquiti Inc.,175.21,$11.16B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/ui
UBS,UBS AG,11.06,$39.64B,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/ubs
UDR,"UDR, Inc.",38.5,$11.35B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/udr
UGI,UGI Corporation,32.21,$6.71B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ugi
UGP,Ultrapar Participacoes S.A.,3.46,$3.76B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/ugp
UMH,"UMH Properties, Inc.",12.53,$515.87M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/umh
UMH^B,"UMH Properties, Inc.",25.06,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/umh^b
UMH^C,"UMH Properties, Inc.",24.07,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/umh^c
UMH^D,"UMH Properties, Inc.",23.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/umh^d
UA,"Under Armour, Inc.",8.85,$4.02B,2016,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ua
UAA,"Under Armour, Inc.",9.81,$4.45B,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/uaa
UFI,"Unifi, Inc.",12.97,$239.25M,n/a,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/ufi
UNF,Unifirst Corporation,174.79,$3.3B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/unf
UN,Unilever NV,55.28,$144.66B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/un
UL,Unilever PLC,57.03,$149.24B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ul
UNP,Union Pacific Corporation,171.17,$116.15B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/unp
UIS,Unisys Corporation,11.63,$732.34M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/uis
UMC,United Microelectronics Corporation,2.58,$6.28B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/umc
UNFI,"United Natural Foods, Inc.",15.95,$872.26M,2019,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/unfi
UPS,"United Parcel Service, Inc.",106.99,$92.24B,1999,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/ups
URI,"United Rentals, Inc.",155.56,$11.21B,1997,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/uri
USM,United States Cellular Corporation,31.06,$2.65B,1988,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/usm
UZA,United States Cellular Corporation,25.2923,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/uza
UZB,United States Cellular Corporation,25.3394,n/a,2014,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/uzb
UZC,United States Cellular Corporation,25.22,n/a,2015,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/uzc
X,United States Steel Corporation,9.38,$1.6B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/x
UNH,UnitedHealth Group Incorporated,292.6,$277.5B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/unh
UTL,UNITIL Corporation,47.08,$704.28M,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/utl
UNVR,Univar Solutions Inc.,17.61,$2.97B,2015,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/unvr
UVV,Universal Corporation,43.34,$1.06B,n/a,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/uvv
UHT,Universal Health Realty Income Trust,89.79,$1.24B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/uht
UHS,"Universal Health Services, Inc.",96.86,$8.23B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/uhs
UVE,UNIVERSAL INSURANCE HOLDINGS INC,17.6,$570.3M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/uve
UTI,Universal Technical Institute Inc,7.03,$229.21M,2003,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/uti
UNM,Unum Group,17.02,$3.46B,n/a,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/unm
UNMA,Unum Group,25.22,n/a,2018,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/unma
UE,Urban Edge Properties,10.89,$1.27B,2015,Finance,Real Estate,https://old.nasdaq.com/symbol/ue
UBA,Urstadt Biddle Properties Inc.,12.46,$499.22M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/uba
UBP,Urstadt Biddle Properties Inc.,10.4,$416.69M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ubp
UBP^H,Urstadt Biddle Properties Inc.,21.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ubp^h
UBP^K,Urstadt Biddle Properties Inc.,21.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ubp^k
USFD,US Foods Holding Corp.,19.91,$4.39B,2016,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/usfd
USAC,"USA Compression Partners, LP",12.81,$1.24B,2013,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/usac
USNA,"USANA Health Sciences, Inc.",80.43,$1.69B,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/usna
USDP,USD Partners LP,4.08,$109.52M,2014,Transportation,Railroads,https://old.nasdaq.com/symbol/usdp
BIF,"USLIFE Income Fund, Inc.",9.65,$974.55M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bif
VFC,V.F. Corporation,63.61,$24.78B,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/vfc
EGY,"VAALCO Energy, Inc. ",1.22,$70.1M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/egy
MTN,"Vail Resorts, Inc.",185.68,$7.46B,1997,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/mtn
VAL,Valaris plc,0.9656,$198.91M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/val
VALE,VALE S.A.,10.74,$55.1B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/vale
VLO,Valero Energy Corporation,62.32,$25.41B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/vlo
VHI,"Valhi, Inc.",10.66,$301.35M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/vhi
VMI,"Valmont Industries, Inc.",113.06,$2.43B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/vmi
VVV,Valvoline Inc.,19.85,$3.67B,2016,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/vvv
VAPO,"Vapotherm, Inc.",35.87,$769.66M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/vapo
VAR,"Varian Medical Systems, Inc.",118.4,$10.75B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/var
VGR,Vector Group Ltd.,11.99,$1.84B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/vgr
VEC,"Vectrus, Inc.",52.38,$607.07M,2014,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/vec
VEDL,Vedanta  Limited,5.3,$4.93B,2013,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/vedl
VEEV,Veeva Systems Inc.,228.98,$34.38B,2013,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/veev
VEL,"Velocity Financial, Inc.",4.42,$88.79M,2020,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/vel
VNTR,Venator Materials PLC,2.13,$227.35M,2017,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/vntr
VTR,"Ventas, Inc.",39.67,$14.8B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/vtr
VNE,"Veoneer, Inc.",11.26,$1.26B,2018,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/vne
VER,VEREIT Inc.,7.01,$7.56B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ver
VER^F,VEREIT Inc.,25.07,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ver^f
VRTV,Veritiv Corporation,16.28,$258.31M,2014,Consumer Services,Paper,https://old.nasdaq.com/symbol/vrtv
VZ,Verizon Communications Inc.,56.65,$234.42B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/vz
VET,Vermilion Energy Inc.,5.22,$819.54M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/vet
VRS,Verso Corporation,12.13,$425.16M,2016,Basic Industries,Paper,https://old.nasdaq.com/symbol/vrs
VCIF,Vertical Capital Income Fund,9.72,$100.89M,2019,n/a,n/a,https://old.nasdaq.com/symbol/vcif
VERT.U,"Vertiv Holdings, LLC",n/a,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/vert.u
VRT,"Vertiv Holdings, LLC",14.16,$4.65B,2018,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/vrt
VRT.WS,"Vertiv Holdings, LLC",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vrt.ws
VVI,Viad Corp,20.03,$408.22M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/vvi
VICI,VICI Properties Inc.,22.9,$12.22B,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/vici
VNCE,Vince Holding Corp.,5.36,$63.1M,2013,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/vnce
VIPS,Vipshop Holdings Limited,19.82,$13.33B,2012,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/vips
SPCE,"Virgin Galactic Holdings, Inc.",14.98,$3.15B,2017,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/spce
VGI,Virtus Global Multi-Sector Income Fund,11.1,$125.51M,2012,n/a,n/a,https://old.nasdaq.com/symbol/vgi
ZTR,Virtus Total Return Fund Inc.,8.42,$207.66M,1988,n/a,n/a,https://old.nasdaq.com/symbol/ztr
V,Visa Inc.,193.56,$412.09B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/v
VSH,"Vishay Intertechnology, Inc.",15.53,$2.25B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/vsh
VPG,"Vishay Precision Group, Inc.",23.83,$323.3M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/vpg
VIST,"Vista Oil & Gas, S.A.B. de C.V.",3.385,$295.52M,2019,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/vist
VSTO,Vista Outdoor Inc.,12.12,$703.12M,2015,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/vsto
VST,Vistra Energy Corp.,20.28,$9.91B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/vst
VST.WS.A,Vistra Energy Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vst.ws.a
VVNT,"Vivint Smart Home, Inc.",16.28,$2.9B,2017,Finance,Business Services,https://old.nasdaq.com/symbol/vvnt
VVNT.WS,"Vivint Smart Home, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vvnt.ws
VSLR,"Vivint Solar, Inc.",9.62,$1.2B,2014,Capital Goods,Building Products,https://old.nasdaq.com/symbol/vslr
VMW,"Vmware, Inc.",141.24,$59.19B,2007,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/vmw
VOC,VOC Energy Trust,2.32,$39.44M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/voc
VCRA,"Vocera Communications, Inc.",20.02,$641.15M,2012,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/vcra
VNO,Vornado Realty Trust,39.96,$7.64B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/vno
VNO^K,Vornado Realty Trust,24.5515,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vno^k
VNO^L,Vornado Realty Trust,23.65,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vno^l
VNO^M,Vornado Realty Trust,23.4784,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vno^m
VJET,voxeljet AG,1.69,$40.86M,2013,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/vjet
IAE,Voya Asia Pacific High Dividend Equity Income Fund,7.39,$87.93M,2007,n/a,n/a,https://old.nasdaq.com/symbol/iae
IHD,Voya Emerging Markets High Income Dividend Equity Fund,6.22,$118.42M,2011,n/a,n/a,https://old.nasdaq.com/symbol/ihd
VOYA,"Voya Financial, Inc.",46.67,$5.89B,2013,Finance,Life Insurance,https://old.nasdaq.com/symbol/voya
VOYA^B,"Voya Financial, Inc.",25.38,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/voya^b
IGA,Voya Global Advantage and Premium Opportunity Fund,8.42,$154.13M,2005,n/a,n/a,https://old.nasdaq.com/symbol/iga
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,4.95,$480.53M,2005,n/a,n/a,https://old.nasdaq.com/symbol/igd
IDE,"Voya Infrastructure, Industrials and Materials Fund",9.35,$180.26M,2010,n/a,n/a,https://old.nasdaq.com/symbol/ide
IID,Voya International High Dividend Equity Income Fund,4.24,$35.72M,2007,n/a,n/a,https://old.nasdaq.com/symbol/iid
IRR,Voya Natural Resources Equity Income Fund,2.6,$59.12M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/irr
PPR,Voya Prime Rate Trust,4.1,$605.93M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ppr
VMC,Vulcan Materials Company,118.99,$15.76B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/vmc
WTI,"W&T Offshore, Inc.",2.71,$383.92M,2005,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/wti
WPC,W. P. Carey Inc.,73.22,$12.62B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/wpc
WRB,W.R. Berkley Corporation,58.32,$10.42B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/wrb
WRB^B,W.R. Berkley Corporation,25.06,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wrb^b
WRB^C,W.R. Berkley Corporation,25.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wrb^c
WRB^D,W.R. Berkley Corporation,25.36,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wrb^d
WRB^E,W.R. Berkley Corporation,25.29,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wrb^e
WRB^F,W.R. Berkley Corporation,23.9,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wrb^f
GRA,W.R. Grace & Co.,49.4,$3.27B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/gra
GWW,"W.W. Grainger, Inc.",310.27,$16.59B,n/a,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/gww
WNC,Wabash National Corporation,10.07,$532.2M,1991,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/wnc
WDR,"Waddell & Reed Financial, Inc.",15.31,$1B,1998,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/wdr
WD,"Walker & Dunlop, Inc.",51.09,$1.59B,2010,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/wd
WMT,Walmart Inc.,119.03,$337.09B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/wmt
DIS,Walt Disney Company (The),117.65,$212.51B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/dis
HCC,"Warrior Met Coal, Inc.",16.04,$820.73M,2017,Energy,Coal Mining,https://old.nasdaq.com/symbol/hcc
WPG,Washington Prime Group Inc.,1.02,$191.11M,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/wpg
WPG^H,Washington Prime Group Inc.,11.98,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wpg^h
WPG^I,Washington Prime Group Inc.,12.11,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wpg^i
WRE,Washington Real Estate Investment Trust,23.26,$1.91B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wre
WCN,"Waste Connections, Inc.",91.76,$24.12B,n/a,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/wcn
WM,"Waste Management, Inc.",105.7,$44.61B,n/a,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/wm
WAT,Waters Corporation,188.5,$11.67B,1995,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/wat
WSO,"Watsco, Inc.",180.34,$6.92B,n/a,Consumer Durables,Industrial Machinery/Components,https://old.nasdaq.com/symbol/wso
WSO.B,"Watsco, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wso.b
WTS,"Watts Water Technologies, Inc.",81.07,$2.73B,1986,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/wts
W,Wayfair Inc.,202.87,$19.2B,2014,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/w
WBS,Webster Financial Corporation,29.85,$2.69B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/wbs
WBS^F,Webster Financial Corporation,25.11,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wbs^f
WEC,"WEC Energy Group, Inc.",90.42,$28.52B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/wec
WEI,Weidai Ltd.,1.71,$120.49M,2018,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/wei
WRI,Weingarten Realty Investors,19.56,$2.51B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/wri
WMK,"Weis Markets, Inc.",48.83,$1.31B,n/a,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/wmk
WBT,"Welbilt, Inc.",6.28,$888.61M,2016,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/wbt
WFC,Wells Fargo & Company,27.45,$112.54B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/wfc
WFC^L,Wells Fargo & Company,1318.49,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wfc^l
WFC^N,Wells Fargo & Company,24.9,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wfc^n
WFC^O,Wells Fargo & Company,24.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wfc^o
WFC^P,Wells Fargo & Company,25.03,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wfc^p
WFC^Q,Wells Fargo & Company,25.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wfc^q
WFC^R,Wells Fargo & Company,26.66,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wfc^r
WFC^T,Wells Fargo & Company,25.41,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wfc^t
WFC^V,Wells Fargo & Company,25.47,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wfc^v
WFC^W,Wells Fargo & Company,25.47,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wfc^w
WFC^X,Wells Fargo & Company,25.27,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wfc^x
WFC^Y,Wells Fargo & Company,25.86,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wfc^y
WFC^Z,Wells Fargo & Company,23.54,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wfc^z
EOD,Wells Fargo Global Dividend Opportunity Fund,4.31,$189.48M,2007,n/a,n/a,https://old.nasdaq.com/symbol/eod
WELL,Welltower Inc.,56.02,$23.39B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/well
WCC,"WESCO International, Inc.",39.29,$1.65B,1999,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/wcc
WST,"West Pharmaceutical Services, Inc.",211.25,$15.55B,n/a,Basic Industries,Specialty Chemicals,https://old.nasdaq.com/symbol/wst
WAL,Western Alliance Bancorporation,39.35,$3.97B,2005,Finance,Major Banks,https://old.nasdaq.com/symbol/wal
WALA,Western Alliance Bancorporation,25,n/a,2016,Finance,Major Banks,https://old.nasdaq.com/symbol/wala
WEA,Western Asset Bond Fund,13.51,$160.27M,2002,n/a,n/a,https://old.nasdaq.com/symbol/wea
TLI,Western Asset Corporate Loan Fund Inc,8.53,$84.25M,1998,n/a,n/a,https://old.nasdaq.com/symbol/tli
EMD,Western Asset Emerging Markets Debt Fund Inc,12.31,$747.78M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/emd
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,16.2197,$242.33M,2009,n/a,n/a,https://old.nasdaq.com/symbol/gdo
EHI,Western Asset Global High Income Fund Inc,9.2,$405.78M,2003,n/a,n/a,https://old.nasdaq.com/symbol/ehi
HIX,Western Asset High Income Fund II Inc.,5.93,$504.98M,1998,n/a,n/a,https://old.nasdaq.com/symbol/hix
HIO,"Western Asset High Income Opportunity Fund, Inc.",4.68,$594.48M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hio
HYI,Western Asset High Yield Defined Opportunity Fund Inc.,14.3,$325.32M,2010,n/a,n/a,https://old.nasdaq.com/symbol/hyi
SBI,Western Asset Intermediate Muni Fund Inc,8.63,$121.53M,1992,n/a,n/a,https://old.nasdaq.com/symbol/sbi
